number,name,is_ans,name_object,date_norm,date_buckets_2,author_norm,address,district,district_norm,protection_category_norm,base,id_object
7410,,0,Особняк Н.И. Обуховой,1893,1850-1899,Ю.Ю. Бенуа,"Виленский пер., 4",Центральный,2,2,Приказ председателя КГИОП № 15 от 20.02.2001,9341
7411,,0,Дом М.М. Рянгина,1898,1850-1899,П.И. Гилев,"Виленский пер., 5, лит. А",Центральный,2,1,Распоряжение КГИОП № 13-рп от 19.05.2021; Распоряжение КГИОП № 649-рп от 01.08.2023,9342
7412,,0,"Дом, где жили писатели: в 1843-1845 гг. - Григорович Д.В., в 1842-1846 гг. - Достоевский Ф.М",NA,,,"Владимирский пр., 11; Графский пер., 10",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,9301
7413,,0,Дом Корсакова А.И. (Купеческий клуб),1762,1750-1799,Михайлов 2й А.А,"Владимирский пр., 12",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8439
7414,,0,Дом Б.А. Фредерикса,1830,1800-1849,П.С. Плавов,"Владимирский пр., 13; Графский пер., 9",Центральный,2,2,Приказ председателя КГИОП № 15 от 20.02.2001,9344
7415,,0,Дом Е.А. Адама (Санкт-Петербургский Столичный ломбард),1833,1800-1849,А.И. Носалевич,"Владимирский пр., 14",Центральный,2,2,Приказ председателя КГИОП № 15 от 20.02.2001,9345
7416,,0,Дом Б.А. Фредерикса,1875,1850-1899,,"Владимирский пр., 15",Центральный,2,2,Приказ председателя КГИОП № 15 от 20.02.2001,9346
7417,,0,Дом Общества Санкт-Петербургского частного ломбарда,1825,1800-1849,Пыльнев П.С,"Владимирский пр., 17",Центральный,2,1,Решение Малого Совета Санкт-Петербургского горсовета № 327 от 07.09.1993,8440
7418,,0,"Дом, котором с 1883 по 1889 гг. жил Римский-Корсаков Николай Андреевич. В 1840 г. здесь жил Арнольд Юрий Карлович, у которого бывали: В.Г.Белинский, Д.В.Григорович, А.С.Даргомыжский, А.В.Кольцов, Н.А.Некрасов",NA,,,"Владимирский пр., 18",Центральный,2,1,Постановление Совета Министров РСФСР № 1327 (прил. 2) от 30.08.1960,9304
7419,,0,Доходный дом барона И.В. фон Бессера,1900,1900-1949,Шульман А,"Владимирский пр., 19",Центральный,2,1,Решение Малого Совета Санкт-Петербургского горсовета № 327 от 07.09.1993,9297
7420,,0,Церковь Владимирская,1750,1750-1799,,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8441
7421,Церковь Владимирская,1,Часовни (две),1851,1850-1899,,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,10473
7422,Церковь Владимирская,1,Колокольня,1783,1750-1799,Кваренги Д.;Руска Ф,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8442
7423,Церковь Владимирская,1,Церковь,1761,1750-1799,Мельников А.И,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8443
7424,Церковь Владимирская,1,Сад,1864,1850-1899,,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8446
7425,Церковь Владимирская,1,Ограда,1853,1850-1899,,"Владимирский пр., 20",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8447
7426,,0,Вокзал Николаевский (Московский),1844,1800-1849,Тон К.А.;Желязевич Р.А.;Кузнецов В.И.;Рыбин И.А,"Восстания пл., 2",Центральный,2,3,Постановление Правительства РФ № 527 от 10.07.2001,8448
7427,,0,"Станция метро ""Площадь Восстания"" (с перронным залом)",1955,1950-1999,В.В. Ганкевич;Б.Н. Журавлев;И.И. Фомин,"Восстания пл., 2, лит. А",Центральный,2,1,Распоряжение КГИОП № 10-33 от 20.10.2009,9347
7428,,0,Дом С.В. Муяки,1902,1900-1949,А.С. Хренов,"Восстания ул., 18, лит. А",Центральный,2,1,Распоряжение КГИОП № 10-33 от 20.10.2009,9350
7429,,0,Дом П.Т. Бадаева,1904,1900-1949,Вас. А. Косяков;Г.А. Косяков;Н.Л. Подбереский,"Восстания ул., 19, лит. А",Центральный,2,1,Распоряжение КГИОП № 10-33 от 20.10.2009,9351
